"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Egypt, Arab Rep.","EGY","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.4752657772229","","","","","72.3383602430186","","","","","73.2643195363621","","","","","74.0384410363318","","","","","77.4466188482818","70.7863563763293","72.7905686134078","76.2136535433823","76.5596012593709","88.213387649317","88.1485004041084","86.9994520503272","","","","",
"Euro area","EMU","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7851217771862","","","","","15.8646621671751","","","","","15.3422287586581","","","","","15.1319207482061","","","","","15.1876629681","15.3666678684979","14.1578227226245","13.7884749290274","13.2249268891134","13.4310837277195","12.4666779063395","12.5254042224645","","","","",
"Eritrea","ERI","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.9213334012813","","","","","46.3436351041899","","","","","46.3729299444456","","","","","47.1102645282974","","","","","45.2271385958449","45.257446747847","46.1338464531175","47.6278159610427","44.3749462939633","49.8289121354914","48.6709366757583","48.0301986806015","","","","",
"Spain","ESP","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2113225321338","","","","","11.9453955019404","","","","","11.7742086288483","","","","","11.5690251766368","","","","","11.3493290990506","12.0379978900659","11.1496233247265","10.7425820621415","10.0745888305866","10.4491024094856","9.7041385528968","9.69792786284953","","","","",
"Estonia","EST","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0519272829163","","","","","8.5780459145538","","","","","8.22738672799016","","","","","8.45724267332212","","","","","8.51984876265417","8.4425589185044","7.81069865135747","7.48281357819371","7.70555257158518","7.00372767300566","6.82144803091977","6.73212401545877","","","","",
"Ethiopia","ETH","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.8007493213772","","","","","35.8358049306162","","","","","35.533966751733","","","","","34.3510075789008","","","","","35.6341454113469","36.3179419484047","35.9738421341538","35.8842053645556","35.0435974528957","38.8586046907177","39.245037575297","38.9787377576037","","","","",
"European Union","EUU","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5675270556141","","","","","17.3839355443236","","","","","16.6412703608086","","","","","16.4188693114206","","","","","16.5023406554938","16.6313577537662","15.3102741414949","14.7994725620545","14.2502612276188","14.471340405082","13.4318954636386","13.4661542841908","","","","",
"Fragile and conflict affected situations","FCS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.2787504560511","","","","","46.7736516007101","","","","","46.5162481342315","","","","","44.4154624449634","","","","","43.3056291933699","43.3873879444777","44.6053015920496","42.4896818204952","41.0998233848481","50.6022253444448","48.6509677426371","48.9497393225738","","","","",
"Finland","FIN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.41271823125064","","","","","7.23285160437229","","","","","7.0938787105012","","","","","7.14245443556661","","","","","7.19033139641798","7.2836997083722","6.60113358101104","6.27868919797288","6.46863986777595","6.06383435276828","5.89375748255611","5.86133100081928","","","","",
"Fiji","FJI","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.066792326412","","","","","12.9557802104001","","","","","13.1384536345796","","","","","12.9024954705197","","","","","13.533813461744","13.8364614155732","12.8520532804267","12.1446176115208","11.922892832693","11.6419451266411","11.0593431579204","10.8401599042944","","","","",
"France","FRA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8496672510963","","","","","15.2735032134036","","","","","14.7230179488876","","","","","14.7045060926341","","","","","14.845621265224","14.8780192641266","13.8347537060109","13.594308697458","12.2897030738557","12.7457079788417","11.8551842173916","11.8149636162893","","","","",
"Faroe Islands","FRO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0109821606292","","","","","14.0700625761944","","","","","14.1244844726363","","","","","14.0063009307145","","","","","13.7492451986709","13.7316520963357","12.97443871936","12.7425153346975","11.8668688547721","11.7259846518341","11.134511068424","11.2833994444834","","","","",
"Gabon","GAB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.9152148056996","","","","","42.8473210603213","","","","","42.5891711549607","","","","","39.9783531174426","","","","","40.2775785598294","41.130283746481","40.8140906044353","40.7256625207587","41.3195696865853","44.095901169287","43.7206529110118","44.3855484644179","","","","",
"United Kingdom","GBR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5081867090275","","","","","13.0054443357346","","","","","12.6182292780151","","","","","12.5378968948782","","","","","12.2991081472031","12.8479990077242","11.8144949443403","11.6189014883647","10.8005597817762","10.754872868114","10.5046668416263","10.4726903888942","","","","",
"Georgia","GEO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5264859225456","","","","","25.2730703934332","","","","","25.2738010285681","","","","","25.6272840228898","","","","","26.1012377277651","26.7836033193883","25.0028492847035","23.9102035299856","22.9667074181246","24.2526462710274","21.8296361844605","22.1960546181194","","","","",
"Ghana","GHA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.5949792165163","","","","","34.7596546503381","","","","","35.0372225856488","","","","","26.8066724210258","","","","","27.3682835909304","28.2116989719105","28.8974272304497","27.8153400599867","25.8895232969885","34.6819007108997","36.2526562184468","34.713514102152","","","","",
"Gibraltar","GIB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6933728271794","","","","","24.1814328903348","","","","","24.0348745720142","","","","","22.4451258169579","","","","","21.9710278607043","22.4453593401815","22.98996508616","21.2585614517221","21.1966727514916","26.9428852443751","24.7777141675489","26.062490198745","","","","",
"Gambia, The","GMB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.293822715828","","","","","34.7763807673527","","","","","34.6008804779868","","","","","30.2836689642418","","","","","30.2012634082663","29.2649222274802","30.7290647814231","29.8046727294135","30.6218953906045","36.305380815934","32.6153020789616","33.9826385538147","","","","",
"Guinea-Bissau","GNB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5891936920497","","","","","30.4704186828111","","","","","30.456884559574","","","","","26.8405702212071","","","","","26.8363595729313","27.3894399495695","27.0902178006452","26.5242072767871","26.9409597752744","31.7912720187334","29.5858677265365","29.774702280636","","","","",
"Equatorial Guinea","GNQ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.3694975035614","","","","","52.1008072248213","","","","","51.7396707873355","","","","","45.5839530368","","","","","46.186486547699","46.8525876680425","45.2323724738249","43.625793221705","44.3017996941434","52.6343705659511","54.5090301743264","53.2406210371101","","","","",
"Greece","GRC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6429700693446","","","","","19.8282737509279","","","","","19.9186079613852","","","","","19.3081036902027","","","","","19.061088137852","20.0015412410565","18.4207688970153","17.7794162811948","17.3650418530673","17.7405571123821","16.3289203019261","16.2182663806558","","","","",
"Grenada","GRD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7330572265924","","","","","27.7343071629365","","","","","27.4829002570838","","","","","27.7771550291128","","","","","27.4729078141605","28.1395152098183","26.4689184290542","25.8473081378986","24.287031132336","24.1627829320111","22.8886912438669","22.722687475907","","","","",
"Greenland","GRL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0768506431035","","","","","15.1575193889529","","","","","13.9570631293328","","","","","13.7689334882075","","","","","13.9223239474749","14.0966054370386","13.406690246438","12.7579675590739","12.5105477253304","11.7620395106561","11.5725048534886","11.6021794589767","","","","",
"Guatemala","GTM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.5133191906085","","","","","30.1683529344368","","","","","31.0617274697009","","","","","31.4646524989341","","","","","29.9825902496593","31.727331220151","29.886258891543","30.0568240166434","26.5278554240981","25.0727261043936","23.7978287704417","24.0706489340746","","","","",
"Guam","GUM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8160095581878","","","","","11.8129179032199","","","","","14.3141619171415","","","","","13.8085430931305","","","","","13.8883404919368","14.1035328975875","13.2423017791352","12.7887946066926","12.0225528939284","12.5317835244776","11.6517678363175","11.6344068102394","","","","",
"Guyana","GUY","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.9462622146989","","","","","24.4340416066816","","","","","27.3909538414192","","","","","27.7778107411254","","","","","27.3118647442014","27.9294246551219","26.9012994219331","24.8555025747394","23.6482656909423","23.8878817398884","22.3714988127167","22.3755746295002","","","","",
"High income","HIC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.688989456936","","","","","16.2901080373541","","","","","16.2930898717362","","","","","16.3599268148425","","","","","16.7717377856189","17.0516146650209","16.1551272408565","15.9290734926013","15.0296060413698","15.8619232963878","14.5638460548099","14.7349159358985","","","","",
"Hong Kong SAR, China","HKG","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.1125722370902","","","","","27.8080258069059","","","","","27.5716252617668","","","","","28.0795514611847","","","","","26.8829524189731","28.9007471613905","27.4471493529279","27.684136114994","23.1615400770342","22.4061962210577","21.0869599195336","20.6288506487651","","","","",
"Heavily indebted poor countries (HIPC)","HPC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.6907418551214","","","","","39.6784180616","","","","","39.5330520408114","","","","","37.6113433748268","","","","","37.0852170615036","37.8080480336238","38.406870505464","37.1385299371287","36.3329381078909","41.3016077080617","40.4064335090545","40.6214124159087","","","","",
"Croatia","HRV","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9386912894998","","","","","20.9250250022746","","","","","21.5123850232843","","","","","22.1226329623626","","","","","21.3347186441487","21.9660036876547","20.2024227984712","19.5869620124148","18.4331035166307","19.2066815087181","17.7893189134159","17.9017722884016","","","","",
"Haiti","HTI","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3037233061287","","","","","18.2629393782024","","","","","17.7797899894644","","","","","17.4617720846782","","","","","17.7952414023104","18.7579170327382","17.4802448836708","16.7670112301548","16.2622245622879","15.5402772992398","15.0864831283353","15.0198243767223","","","","",
"Hungary","HUN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.839861406381","","","","","20.0174457742532","","","","","18.9818496479973","","","","","19.4665517060955","","","","","19.1355243848885","19.3606900014513","17.5299600815167","17.2318311975083","16.315327931299","17.2321301407095","15.8853502449507","15.9260481922424","","","","",
"IBRD only","IBD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7367154460473","","","","","51.5031164030251","","","","","52.9012010691541","","","","","56.6695763638778","","","","","59.5153290246432","60.1556515403337","55.3338353866477","56.6935031972254","53.987496814691","53.9944758114891","51.7204330634909","52.1622407005039","","","","",
"IDA & IBRD total","IBT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4910187479178","","","","","51.044803406987","","","","","52.0493181126184","","","","","54.7431167166219","","","","","56.7495507314412","57.2610584625903","53.5465996683768","54.0329227779074","51.7965874504892","53.1421626863384","50.9079176343968","51.2794777626944","","","","",
"IDA total","IDA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.4829874134532","","","","","49.2650715148843","","","","","48.9326147570002","","","","","48.150838537118","","","","","47.9060511940087","48.1303550092879","47.9768543019752","45.8309369986483","45.1139426600619","50.5711517090859","48.4861809138387","48.6817051551321","","","","",
"IDA blend","IDB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.165609739334","","","","","57.2924262352692","","","","","56.6602483863967","","","","","54.6958689825259","","","","","54.1369920463809","53.9202198652976","53.2467513036865","50.2014746115457","48.9791107288236","59.4206662366914","57.1357739106223","57.2132166883311","","","","",
"Indonesia","IDN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0528110079028","","","","","18.1647657361684","","","","","17.8773899840226","","","","","18.9266374508442","","","","","18.1692803289804","18.0496511685651","18.1701695058796","16.8791813214317","16.4546318303932","16.6402804220914","16.3841536261164","16.5026533008949","","","","",
"IDA only","IDX","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.0869643301606","","","","","45.1858815011117","","","","","44.9635276873646","","","","","44.7887366953804","","","","","44.6916329296459","45.1401866390204","45.2569344780502","43.57721083499","43.1234854446194","46.0253038595624","44.060544122671","44.333172625578","","","","",
"Isle of Man","IMN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.290630626305","","","","","82.7713018672906","","","","","84.1648061762591","","","","","90.3264588038878","","","","","95.7581794451966","97.5993786273197","88.1694405971172","91.8047916056206","89.6223826850868","89.3033342970921","89.6721769313919","90.8732104688993","","","","",
"Not classified","INX","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4050269154925","","","","","10.1492604646833","","","","","10.137776159398","","","","","9.92222836284042","","","","","9.97637508688145","10.2850793794786","9.5226919934039","9.36015363539288","8.75052153295896","8.67247345801117","8.27916334502299","8.20857673526837","","","","",
"Iran, Islamic Rep.","IRN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.0717391330874","","","","","37.7277630098661","","","","","38.4177773559272","","","","","37.6277638439565","","","","","38.6515017920261","38.0496892011374","38.5420524379153","38.1010920618742","38.1094930586652","39.6105323808912","38.8413024769421","38.9787602813703","","","","",
"Iraq","IRQ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.7165718350922","","","","","63.2649198664709","","","","","62.4579571789036","","","","","62.8517891953523","","","","","68.7114048185087","66.3626097948354","66.8420768713961","63.8026959133754","56.5670302701699","66.2650379118694","63.9547960734818","61.6362357139826","","","","",
"Iceland","ISL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.43009125773387","","","","","8.17157882524627","","","","","7.95455832075348","","","","","7.8429464103411","","","","","7.85653666706755","8.0988848456403","7.33692926005276","7.17120703542061","6.94889664637566","6.92796894093567","6.60765415986666","6.48114726265749","","","","",
"Israel","ISR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.8105273227812","","","","","24.3173073913957","","","","","24.5036241102841","","","","","22.9827939354892","","","","","24.019237718274","23.9046867298164","23.0388490417398","22.9463302247926","22.059146877031","22.7797826960554","20.7657015101267","21.3811022400146","","","","",
"Italy","ITA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3197295060788","","","","","20.2700682913512","","","","","19.77733480997","","","","","19.6008776619832","","","","","19.0252306536638","19.9942667134105","18.1052474138721","17.7577224420873","17.7692708430857","17.8914451733507","16.4903737381422","16.7507119446607","","","","",
"Jamaica","JAM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9538645182646","","","","","15.9190526536019","","","","","15.8938163234463","","","","","16.0096313259331","","","","","16.0917149782122","16.5424989128284","15.460470971142","14.9313997463287","14.0743316940445","14.1766593040773","13.3959632146505","13.4041505299481","","","","",
"Jordan","JOR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.3431170736834","","","","","34.6058597586584","","","","","33.5114447425311","","","","","32.482838402443","","","","","33.5505663630939","33.0172614819677","33.016935240002","33.4176107170105","33.2054205808405","34.3054492603006","33.1766166765665","33.0060811782318","","","","",
"Japan","JPN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4163595545083","","","","","14.3125242823995","","","","","14.2096257576469","","","","","14.3486664522368","","","","","14.1423382395691","14.1410310457415","13.1288723322631","13.3625583290009","12.5866169217069","12.6874597254807","11.6239225879707","11.7047781866642","","","","",
"Kazakhstan","KAZ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8702518894605","","","","","15.7326883682668","","","","","15.9447646874067","","","","","15.618640656195","","","","","15.9144931905728","15.2438354580009","14.4810376792648","14.5985643001037","13.7497535098887","14.3848020757534","13.0844384590464","13.8242883553909","","","","",
"Kenya","KEN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.5475520866466","","","","","28.5207777777876","","","","","28.3854987141169","","","","","27.4772988352346","","","","","28.1547708424733","28.6628846564177","29.3722798810718","28.935345281859","28.9493501305453","28.5362801707429","28.5833772684375","28.5783742715702","","","","",
"Kyrgyz Republic","KGZ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.1565983395027","","","","","25.4357582478275","","","","","27.0802196511235","","","","","26.7774419734992","","","","","27.2653861665233","27.5176020670984","25.4898325225044","25.4403553355173","23.2981915317797","24.3447355085737","23.1955557988726","22.737768057102","","","","",
"Cambodia","KHM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.4775966413203","","","","","30.0668418953625","","","","","29.9740341447947","","","","","31.4089347654292","","","","","31.3431363217476","30.919623586085","31.2837326129517","30.336529570532","28.5833662816226","26.7692385369949","25.2028747836286","25.6142918675755","","","","",
"Kiribati","KIR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1150909094946","","","","","13.4280201562619","","","","","13.5219648167498","","","","","13.3455889168026","","","","","13.1750407887055","13.3581546281934","12.5942317471521","12.3252975115718","11.393742324751","11.5143184739666","10.5378392607494","10.6408558565694","","","","",
"St. Kitts and Nevis","KNA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.3310217248387","","","","","29.520631352866","","","","","29.7654692874653","","","","","30.4069040267214","","","","","29.8020099995715","29.6811945427748","27.9159525934896","29.4619172924269","27.213110366846","28.2142436983443","25.0985406710754","25.0394253880491","","","","",
"Kuwait","KWT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.5558484293573","","","","","60.0572982008836","","","","","61.4819941263873","","","","","59.6739873840645","","","","","62.7439809366868","62.8254067689188","64.0709110320823","62.6113089500655","55.6239042186464","65.4060771533847","60.8438516114848","60.7451595380732","","","","",
"Latin America & Caribbean (excluding high income)","LAC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4943047091058","","","","","19.9146783753132","","","","","20.7423962316512","","","","","21.0272036443842","","","","","21.0202581001776","21.4500240506441","20.3975024451264","19.7414790210303","18.3348829253189","17.6822770153322","16.6660010103445","16.654225008219","","","","",
"Lao PDR","LAO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5362993009824","","","","","27.095159084513","","","","","27.5450676416411","","","","","30.1702103324008","","","","","31.7319957677006","29.66966026439","30.2974181215728","30.2594893800224","28.3901717699066","26.1394887557268","25.8010180506144","25.1095383439169","","","","",
"Lebanon","LBN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3422040621421","","","","","29.8450931608832","","","","","30.6142069307194","","","","","30.0247683751383","","","","","30.8921251256718","30.0691074674322","30.1080518825115","30.5880976678273","30.4445669154066","31.2292952792499","30.1718686534216","30.6211105076066","","","","",
"Liberia","LBR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1234290343531","","","","","17.1761946347467","","","","","17.2531433089766","","","","","16.0244057909755","","","","","15.2491969118082","16.1470515146786","16.2882074675395","15.3828573189857","14.9422707148045","18.2128041772757","17.8867783575334","17.9841124551525","","","","",
"Libya","LBY","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.0634869156149","","","","","46.7110423892842","","","","","46.2551737325278","","","","","47.1261882850753","","","","","50.1472294975012","44.6317339618723","44.9113634964278","49.2794823011025","47.5012339070023","51.532640142751","52.1292063023789","54.2546817939319","","","","",
"St. Lucia","LCA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.7119852729018","","","","","26.8498815490366","","","","","27.0961331529874","","","","","26.9848497495707","","","","","27.6359722686825","28.0786559337834","26.3674847803291","25.4448016753621","24.2363025921188","24.2832396784077","22.3533992625413","22.4008171246298","","","","",
"Latin America & Caribbean","LCN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5835909374204","","","","","19.9686893550731","","","","","20.7951354679938","","","","","21.0711254450245","","","","","21.0472596591099","21.5004699498488","20.4344994139917","19.7645967917056","18.3868381209213","17.7474082681354","16.6936937394725","16.7008469739577","","","","",
"Least developed countries: UN classification","LDC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0863090602647","","","","","46.2678895602255","","","","","46.0790582936504","","","","","46.2140921787868","","","","","45.968083849527","46.3589967344438","46.5423428609142","44.7805512762972","44.4096532737656","47.0265447000774","44.9291700467517","45.2799545787881","","","","",
